date,sku_id,units_sold,category,brand_id,store_id
2023-01-16,PB-LT-001,22,Lighting,PB,DC1
2023-01-17,PB-LT-001,22,Lighting,PB,DC1
2023-01-18,PB-LT-001,18,Lighting,PB,DC1
2023-01-19,PB-LT-001,22,Lighting,PB,DC1
2023-01-20,PB-LT-001,22,Lighting,PB,DC1
2023-01-21,PB-LT-001,28,Lighting,PB,DC1
2023-01-22,PB-LT-001,22,Lighting,PB,DC1
2023-01-23,PB-LT-001,21,Lighting,PB,DC1
2023-01-24,PB-LT-001,21,Lighting,PB,DC1
2023-01-25,PB-LT-001,18,Lighting,PB,DC1
2023-01-26,PB-LT-001,21,Lighting,PB,DC1
2023-01-27,PB-LT-001,23,Lighting,PB,DC1
2023-01-28,PB-LT-001,29,Lighting,PB,DC1
2023-01-29,PB-LT-001,27,Lighting,PB,DC1
2023-01-30,PB-LT-001,20,Lighting,PB,DC1
2023-01-31,PB-LT-001,18,Lighting,PB,DC1
2023-02-01,PB-LT-001,19,Lighting,PB,DC1
2023-02-02,PB-LT-001,21,Lighting,PB,DC1
2023-02-03,PB-LT-001,21,Lighting,PB,DC1
2023-02-04,PB-LT-001,31,Lighting,PB,DC1
2023-02-05,PB-LT-001,29,Lighting,PB,DC1
2023-02-06,PB-LT-001,21,Lighting,PB,DC1
2023-02-07,PB-LT-001,25,Lighting,PB,DC1
2023-02-08,PB-LT-001,24,Lighting,PB,DC1
2023-02-09,PB-LT-001,28,Lighting,PB,DC1
2023-02-10,PB-LT-001,34,Lighting,PB,DC1
2023-02-11,PB-LT-001,47,Lighting,PB,DC1
2023-02-12,PB-LT-001,48,Lighting,PB,DC1
2023-02-13,PB-LT-001,49,Lighting,PB,DC1
2023-02-14,PB-LT-001,48,Lighting,PB,DC1
2023-02-15,PB-LT-001,17,Lighting,PB,DC1
2023-02-16,PB-LT-001,21,Lighting,PB,DC1
2023-02-17,PB-LT-001,22,Lighting,PB,DC1
2023-02-18,PB-LT-001,27,Lighting,PB,DC1
2023-02-19,PB-LT-001,27,Lighting,PB,DC1
2023-02-20,PB-LT-001,18,Lighting,PB,DC1
2023-02-21,PB-LT-001,18,Lighting,PB,DC1
2023-02-22,PB-LT-001,18,Lighting,PB,DC1
2023-02-23,PB-LT-001,21,Lighting,PB,DC1
2023-02-24,PB-LT-001,24,Lighting,PB,DC1
2023-02-25,PB-LT-001,31,Lighting,PB,DC1
2023-02-26,PB-LT-001,28,Lighting,PB,DC1
2023-02-27,PB-LT-001,18,Lighting,PB,DC1
2023-02-28,PB-LT-001,17,Lighting,PB,DC1
2023-03-01,PB-LT-001,19,Lighting,PB,DC1
2023-03-02,PB-LT-001,18,Lighting,PB,DC1
2023-03-03,PB-LT-001,20,Lighting,PB,DC1
2023-03-04,PB-LT-001,26,Lighting,PB,DC1
2023-03-05,PB-LT-001,21,Lighting,PB,DC1
2023-03-06,PB-LT-001,20,Lighting,PB,DC1
2023-03-07,PB-LT-001,20,Lighting,PB,DC1
2023-03-08,PB-LT-001,19,Lighting,PB,DC1
2023-03-09,PB-LT-001,23,Lighting,PB,DC1
2023-03-10,PB-LT-001,22,Lighting,PB,DC1
2023-03-11,PB-LT-001,29,Lighting,PB,DC1
2023-03-12,PB-LT-001,25,Lighting,PB,DC1
2023-03-13,PB-LT-001,21,Lighting,PB,DC1
2023-03-14,PB-LT-001,19,Lighting,PB,DC1
2023-03-15,PB-LT-001,20,Lighting,PB,DC1
2023-03-16,PB-LT-001,22,Lighting,PB,DC1
2023-03-17,PB-LT-001,27,Lighting,PB,DC1
2023-03-18,PB-LT-001,28,Lighting,PB,DC1
2023-03-19,PB-LT-001,27,Lighting,PB,DC1
2023-03-20,PB-LT-001,20,Lighting,PB,DC1
2023-03-21,PB-LT-001,20,Lighting,PB,DC1
2023-03-22,PB-LT-001,19,Lighting,PB,DC1
2023-03-23,PB-LT-001,16,Lighting,PB,DC1
2023-03-24,PB-LT-001,22,Lighting,PB,DC1
2023-03-25,PB-LT-001,23,Lighting,PB,DC1
2023-03-26,PB-LT-001,24,Lighting,PB,DC1
2023-03-27,PB-LT-001,22,Lighting,PB,DC1
2023-03-28,PB-LT-001,19,Lighting,PB,DC1
2023-03-29,PB-LT-001,20,Lighting,PB,DC1
2023-03-30,PB-LT-001,17,Lighting,PB,DC1
2023-03-31,PB-LT-001,26,Lighting,PB,DC1
2023-04-01,PB-LT-001,29,Lighting,PB,DC1
2023-04-02,PB-LT-001,24,Lighting,PB,DC1
2023-04-03,PB-LT-001,22,Lighting,PB,DC1
2023-04-04,PB-LT-001,24,Lighting,PB,DC1
2023-04-05,PB-LT-001,22,Lighting,PB,DC1
2023-04-06,PB-LT-001,24,Lighting,PB,DC1
2023-04-07,PB-LT-001,24,Lighting,PB,DC1
2023-04-08,PB-LT-001,32,Lighting,PB,DC1
2023-04-09,PB-LT-001,30,Lighting,PB,DC1
2023-04-10,PB-LT-001,21,Lighting,PB,DC1
2023-04-11,PB-LT-001,23,Lighting,PB,DC1
2023-04-12,PB-LT-001,23,Lighting,PB,DC1
2023-04-13,PB-LT-001,21,Lighting,PB,DC1
2023-04-14,PB-LT-001,26,Lighting,PB,DC1
2023-04-15,PB-LT-001,34,Lighting,PB,DC1
2023-04-16,PB-LT-001,28,Lighting,PB,DC1
2023-04-17,PB-LT-001,26,Lighting,PB,DC1
2023-04-18,PB-LT-001,21,Lighting,PB,DC1
2023-04-19,PB-LT-001,20,Lighting,PB,DC1
2023-04-20,PB-LT-001,21,Lighting,PB,DC1
2023-04-21,PB-LT-001,27,Lighting,PB,DC1
2023-04-22,PB-LT-001,34,Lighting,PB,DC1
2023-04-23,PB-LT-001,27,Lighting,PB,DC1
2023-04-24,PB-LT-001,30,Lighting,PB,DC1
2023-04-25,PB-LT-001,26,Lighting,PB,DC1
2023-04-26,PB-LT-001,26,Lighting,PB,DC1
2023-04-27,PB-LT-001,28,Lighting,PB,DC1
2023-04-28,PB-LT-001,30,Lighting,PB,DC1
2023-04-29,PB-LT-001,33,Lighting,PB,DC1
2023-04-30,PB-LT-001,37,Lighting,PB,DC1
2023-05-01,PB-LT-001,33,Lighting,PB,DC1
2023-05-02,PB-LT-001,27,Lighting,PB,DC1
2023-05-03,PB-LT-001,27,Lighting,PB,DC1
2023-05-04,PB-LT-001,30,Lighting,PB,DC1
2023-05-05,PB-LT-001,40,Lighting,PB,DC1
2023-05-06,PB-LT-001,49,Lighting,PB,DC1
2023-05-07,PB-LT-001,51,Lighting,PB,DC1
2023-05-08,PB-LT-001,40,Lighting,PB,DC1
2023-05-09,PB-LT-001,34,Lighting,PB,DC1
2023-05-10,PB-LT-001,37,Lighting,PB,DC1
2023-05-11,PB-LT-001,38,Lighting,PB,DC1
2023-05-12,PB-LT-001,55,Lighting,PB,DC1
2023-05-13,PB-LT-001,57,Lighting,PB,DC1
2023-05-14,PB-LT-001,58,Lighting,PB,DC1
2023-05-15,PB-LT-001,56,Lighting,PB,DC1
2023-05-16,PB-LT-001,16,Lighting,PB,DC1
2023-05-17,PB-LT-001,18,Lighting,PB,DC1
2023-05-18,PB-LT-001,15,Lighting,PB,DC1
2023-05-19,PB-LT-001,21,Lighting,PB,DC1
2023-05-20,PB-LT-001,24,Lighting,PB,DC1
2023-05-21,PB-LT-001,22,Lighting,PB,DC1
2023-05-22,PB-LT-001,19,Lighting,PB,DC1
2023-05-23,PB-LT-001,16,Lighting,PB,DC1
2023-05-24,PB-LT-001,20,Lighting,PB,DC1
2023-05-25,PB-LT-001,16,Lighting,PB,DC1
2023-05-26,PB-LT-001,22,Lighting,PB,DC1
2023-05-27,PB-LT-001,29,Lighting,PB,DC1
2023-05-28,PB-LT-001,25,Lighting,PB,DC1
2023-05-29,PB-LT-001,19,Lighting,PB,DC1
2023-05-30,PB-LT-001,18,Lighting,PB,DC1
2023-05-31,PB-LT-001,21,Lighting,PB,DC1
2023-06-01,PB-LT-001,20,Lighting,PB,DC1
2023-06-02,PB-LT-001,23,Lighting,PB,DC1
2023-06-03,PB-LT-001,29,Lighting,PB,DC1
2023-06-04,PB-LT-001,28,Lighting,PB,DC1
2023-06-05,PB-LT-001,20,Lighting,PB,DC1
2023-06-06,PB-LT-001,17,Lighting,PB,DC1
2023-06-07,PB-LT-001,18,Lighting,PB,DC1
2023-06-08,PB-LT-001,23,Lighting,PB,DC1
2023-06-09,PB-LT-001,24,Lighting,PB,DC1
2023-06-10,PB-LT-001,25,Lighting,PB,DC1
2023-06-11,PB-LT-001,24,Lighting,PB,DC1
2023-06-12,PB-LT-001,23,Lighting,PB,DC1
2023-06-13,PB-LT-001,19,Lighting,PB,DC1
2023-06-14,PB-LT-001,17,Lighting,PB,DC1
2023-06-15,PB-LT-001,19,Lighting,PB,DC1
2023-06-16,PB-LT-001,26,Lighting,PB,DC1
2023-06-17,PB-LT-001,27,Lighting,PB,DC1
2023-06-18,PB-LT-001,30,Lighting,PB,DC1
2023-06-19,PB-LT-001,25,Lighting,PB,DC1
2023-06-20,PB-LT-001,22,Lighting,PB,DC1
2023-06-21,PB-LT-001,20,Lighting,PB,DC1
2023-06-22,PB-LT-001,22,Lighting,PB,DC1
2023-06-23,PB-LT-001,23,Lighting,PB,DC1
2023-06-24,PB-LT-001,28,Lighting,PB,DC1
2023-06-25,PB-LT-001,23,Lighting,PB,DC1
2023-06-26,PB-LT-001,21,Lighting,PB,DC1
2023-06-27,PB-LT-001,18,Lighting,PB,DC1
2023-06-28,PB-LT-001,20,Lighting,PB,DC1
2023-06-29,PB-LT-001,19,Lighting,PB,DC1
2023-06-30,PB-LT-001,23,Lighting,PB,DC1
2023-07-01,PB-LT-001,23,Lighting,PB,DC1
2023-07-02,PB-LT-001,25,Lighting,PB,DC1
2023-07-03,PB-LT-001,21,Lighting,PB,DC1
2023-07-04,PB-LT-001,20,Lighting,PB,DC1
2023-07-05,PB-LT-001,23,Lighting,PB,DC1
2023-07-06,PB-LT-001,22,Lighting,PB,DC1
2023-07-07,PB-LT-001,27,Lighting,PB,DC1
2023-07-08,PB-LT-001,33,Lighting,PB,DC1
2023-07-09,PB-LT-001,32,Lighting,PB,DC1
2023-07-10,PB-LT-001,22,Lighting,PB,DC1
2023-07-11,PB-LT-001,20,Lighting,PB,DC1
2023-07-12,PB-LT-001,22,Lighting,PB,DC1
2023-07-13,PB-LT-001,22,Lighting,PB,DC1
2023-07-14,PB-LT-001,28,Lighting,PB,DC1
2023-07-15,PB-LT-001,31,Lighting,PB,DC1
2023-07-16,PB-LT-001,29,Lighting,PB,DC1
2023-07-17,PB-LT-001,28,Lighting,PB,DC1
2023-07-18,PB-LT-001,29,Lighting,PB,DC1
2023-07-19,PB-LT-001,25,Lighting,PB,DC1
2023-07-20,PB-LT-001,29,Lighting,PB,DC1
2023-07-21,PB-LT-001,34,Lighting,PB,DC1
2023-07-22,PB-LT-001,41,Lighting,PB,DC1
2023-07-23,PB-LT-001,44,Lighting,PB,DC1
2023-07-24,PB-LT-001,34,Lighting,PB,DC1
2023-07-25,PB-LT-001,24,Lighting,PB,DC1
2023-07-26,PB-LT-001,31,Lighting,PB,DC1
2023-07-27,PB-LT-001,38,Lighting,PB,DC1
2023-07-28,PB-LT-001,46,Lighting,PB,DC1
2023-07-29,PB-LT-001,56,Lighting,PB,DC1
2023-07-30,PB-LT-001,54,Lighting,PB,DC1
2023-07-31,PB-LT-001,50,Lighting,PB,DC1
2023-08-01,PB-LT-001,56,Lighting,PB,DC1
2023-08-02,PB-LT-001,15,Lighting,PB,DC1
2023-08-03,PB-LT-001,20,Lighting,PB,DC1
2023-08-04,PB-LT-001,21,Lighting,PB,DC1
2023-08-05,PB-LT-001,24,Lighting,PB,DC1
2023-08-06,PB-LT-001,25,Lighting,PB,DC1
2023-08-07,PB-LT-001,16,Lighting,PB,DC1
2023-08-08,PB-LT-001,18,Lighting,PB,DC1
2023-08-09,PB-LT-001,20,Lighting,PB,DC1
2023-08-10,PB-LT-001,21,Lighting,PB,DC1
2023-08-11,PB-LT-001,25,Lighting,PB,DC1
2023-08-12,PB-LT-001,29,Lighting,PB,DC1
2023-08-13,PB-LT-001,26,Lighting,PB,DC1
2023-08-14,PB-LT-001,23,Lighting,PB,DC1
2023-08-15,PB-LT-001,18,Lighting,PB,DC1
2023-08-16,PB-LT-001,21,Lighting,PB,DC1
2023-08-17,PB-LT-001,20,Lighting,PB,DC1
2023-08-18,PB-LT-001,26,Lighting,PB,DC1
2023-08-19,PB-LT-001,28,Lighting,PB,DC1
2023-08-20,PB-LT-001,26,Lighting,PB,DC1
2023-08-21,PB-LT-001,23,Lighting,PB,DC1
2023-08-22,PB-LT-001,22,Lighting,PB,DC1
2023-08-23,PB-LT-001,19,Lighting,PB,DC1
2023-08-24,PB-LT-001,21,Lighting,PB,DC1
2023-08-25,PB-LT-001,19,Lighting,PB,DC1
2023-08-26,PB-LT-001,26,Lighting,PB,DC1
2023-08-27,PB-LT-001,23,Lighting,PB,DC1
2023-08-28,PB-LT-001,21,Lighting,PB,DC1
2023-08-29,PB-LT-001,18,Lighting,PB,DC1
2023-08-30,PB-LT-001,18,Lighting,PB,DC1
2023-08-31,PB-LT-001,19,Lighting,PB,DC1
2023-09-01,PB-LT-001,25,Lighting,PB,DC1
2023-09-02,PB-LT-001,24,Lighting,PB,DC1
2023-09-03,PB-LT-001,23,Lighting,PB,DC1
2023-09-04,PB-LT-001,21,Lighting,PB,DC1
2023-09-05,PB-LT-001,21,Lighting,PB,DC1
2023-09-06,PB-LT-001,18,Lighting,PB,DC1
2023-09-07,PB-LT-001,22,Lighting,PB,DC1
2023-09-08,PB-LT-001,18,Lighting,PB,DC1
2023-09-09,PB-LT-001,28,Lighting,PB,DC1
2023-09-10,PB-LT-001,26,Lighting,PB,DC1
2023-09-11,PB-LT-001,20,Lighting,PB,DC1
2023-09-12,PB-LT-001,17,Lighting,PB,DC1
2023-09-13,PB-LT-001,19,Lighting,PB,DC1
2023-09-14,PB-LT-001,20,Lighting,PB,DC1
2023-09-15,PB-LT-001,22,Lighting,PB,DC1
2023-09-16,PB-LT-001,27,Lighting,PB,DC1
2023-09-17,PB-LT-001,24,Lighting,PB,DC1
2023-09-18,PB-LT-001,24,Lighting,PB,DC1
2023-09-19,PB-LT-001,20,Lighting,PB,DC1
2023-09-20,PB-LT-001,20,Lighting,PB,DC1
2023-09-21,PB-LT-001,23,Lighting,PB,DC1
2023-09-22,PB-LT-001,25,Lighting,PB,DC1
2023-09-23,PB-LT-001,31,Lighting,PB,DC1
2023-09-24,PB-LT-001,29,Lighting,PB,DC1
2023-09-25,PB-LT-001,21,Lighting,PB,DC1
2023-09-26,PB-LT-001,17,Lighting,PB,DC1
2023-09-27,PB-LT-001,17,Lighting,PB,DC1
2023-09-28,PB-LT-001,22,Lighting,PB,DC1
2023-09-29,PB-LT-001,22,Lighting,PB,DC1
2023-09-30,PB-LT-001,35,Lighting,PB,DC1
2023-10-01,PB-LT-001,31,Lighting,PB,DC1
2023-10-02,PB-LT-001,26,Lighting,PB,DC1
2023-10-03,PB-LT-001,27,Lighting,PB,DC1
2023-10-04,PB-LT-001,27,Lighting,PB,DC1
2023-10-05,PB-LT-001,30,Lighting,PB,DC1
2023-10-06,PB-LT-001,30,Lighting,PB,DC1
2023-10-07,PB-LT-001,40,Lighting,PB,DC1
2023-10-08,PB-LT-001,33,Lighting,PB,DC1
2023-10-09,PB-LT-001,29,Lighting,PB,DC1
2023-10-10,PB-LT-001,25,Lighting,PB,DC1
2023-10-11,PB-LT-001,29,Lighting,PB,DC1
2023-10-12,PB-LT-001,31,Lighting,PB,DC1
2023-10-13,PB-LT-001,28,Lighting,PB,DC1
2023-10-14,PB-LT-001,40,Lighting,PB,DC1
2023-10-15,PB-LT-001,31,Lighting,PB,DC1
2023-10-16,PB-LT-001,30,Lighting,PB,DC1
2023-10-17,PB-LT-001,28,Lighting,PB,DC1
2023-10-18,PB-LT-001,23,Lighting,PB,DC1
2023-10-19,PB-LT-001,24,Lighting,PB,DC1
2023-10-20,PB-LT-001,29,Lighting,PB,DC1
2023-10-21,PB-LT-001,40,Lighting,PB,DC1
2023-10-22,PB-LT-001,35,Lighting,PB,DC1
2023-10-23,PB-LT-001,27,Lighting,PB,DC1
2023-10-24,PB-LT-001,26,Lighting,PB,DC1
2023-10-25,PB-LT-001,24,Lighting,PB,DC1
2023-10-26,PB-LT-001,27,Lighting,PB,DC1
2023-10-27,PB-LT-001,32,Lighting,PB,DC1
2023-10-28,PB-LT-001,38,Lighting,PB,DC1
2023-10-29,PB-LT-001,38,Lighting,PB,DC1
2023-10-30,PB-LT-001,25,Lighting,PB,DC1
2023-10-31,PB-LT-001,27,Lighting,PB,DC1
2023-11-01,PB-LT-001,32,Lighting,PB,DC1
2023-11-02,PB-LT-001,35,Lighting,PB,DC1
2023-11-03,PB-LT-001,43,Lighting,PB,DC1
2023-11-04,PB-LT-001,50,Lighting,PB,DC1
2023-11-05,PB-LT-001,43,Lighting,PB,DC1
2023-11-06,PB-LT-001,39,Lighting,PB,DC1
2023-11-07,PB-LT-001,38,Lighting,PB,DC1
2023-11-08,PB-LT-001,37,Lighting,PB,DC1
2023-11-09,PB-LT-001,44,Lighting,PB,DC1
2023-11-10,PB-LT-001,46,Lighting,PB,DC1
2023-11-11,PB-LT-001,56,Lighting,PB,DC1
2023-11-12,PB-LT-001,54,Lighting,PB,DC1
2023-11-13,PB-LT-001,46,Lighting,PB,DC1
2023-11-14,PB-LT-001,45,Lighting,PB,DC1
2023-11-15,PB-LT-001,44,Lighting,PB,DC1
2023-11-16,PB-LT-001,46,Lighting,PB,DC1
2023-11-17,PB-LT-001,62,Lighting,PB,DC1
2023-11-18,PB-LT-001,82,Lighting,PB,DC1
2023-11-19,PB-LT-001,81,Lighting,PB,DC1
2023-11-20,PB-LT-001,69,Lighting,PB,DC1
2023-11-21,PB-LT-001,75,Lighting,PB,DC1
2023-11-22,PB-LT-001,88,Lighting,PB,DC1
2023-11-23,PB-LT-001,103,Lighting,PB,DC1
2023-11-24,PB-LT-001,127,Lighting,PB,DC1
2023-11-25,PB-LT-001,85,Lighting,PB,DC1
2023-11-26,PB-LT-001,108,Lighting,PB,DC1
2023-11-27,PB-LT-001,87,Lighting,PB,DC1
2023-11-28,PB-LT-001,32,Lighting,PB,DC1
2023-11-29,PB-LT-001,27,Lighting,PB,DC1
2023-11-30,PB-LT-001,37,Lighting,PB,DC1
2023-12-01,PB-LT-001,62,Lighting,PB,DC1
2023-12-02,PB-LT-001,84,Lighting,PB,DC1
2023-12-03,PB-LT-001,82,Lighting,PB,DC1
2023-12-04,PB-LT-001,66,Lighting,PB,DC1
2023-12-05,PB-LT-001,58,Lighting,PB,DC1
2023-12-06,PB-LT-001,61,Lighting,PB,DC1
2023-12-07,PB-LT-001,54,Lighting,PB,DC1
2023-12-08,PB-LT-001,77,Lighting,PB,DC1
2023-12-09,PB-LT-001,79,Lighting,PB,DC1
2023-12-10,PB-LT-001,77,Lighting,PB,DC1
2023-12-11,PB-LT-001,72,Lighting,PB,DC1
2023-12-12,PB-LT-001,58,Lighting,PB,DC1
2023-12-13,PB-LT-001,73,Lighting,PB,DC1
2023-12-14,PB-LT-001,73,Lighting,PB,DC1
2023-12-15,PB-LT-001,78,Lighting,PB,DC1
2023-12-16,PB-LT-001,120,Lighting,PB,DC1
2023-12-17,PB-LT-001,101,Lighting,PB,DC1
2023-12-18,PB-LT-001,88,Lighting,PB,DC1
2023-12-19,PB-LT-001,83,Lighting,PB,DC1
2023-12-20,PB-LT-001,68,Lighting,PB,DC1
2023-12-21,PB-LT-001,109,Lighting,PB,DC1
2023-12-22,PB-LT-001,122,Lighting,PB,DC1
2023-12-23,PB-LT-001,154,Lighting,PB,DC1
2023-12-24,PB-LT-001,158,Lighting,PB,DC1
2023-12-25,PB-LT-001,131,Lighting,PB,DC1
2023-12-26,PB-LT-001,33,Lighting,PB,DC1
2023-12-27,PB-LT-001,36,Lighting,PB,DC1
2023-12-28,PB-LT-001,45,Lighting,PB,DC1
2023-12-29,PB-LT-001,51,Lighting,PB,DC1
2023-12-30,PB-LT-001,67,Lighting,PB,DC1
2023-12-31,PB-LT-001,64,Lighting,PB,DC1
2024-01-01,PB-LT-001,23,Lighting,PB,DC1
2024-01-02,PB-LT-001,21,Lighting,PB,DC1
2024-01-03,PB-LT-001,18,Lighting,PB,DC1
2024-01-04,PB-LT-001,22,Lighting,PB,DC1
2024-01-05,PB-LT-001,24,Lighting,PB,DC1
2024-01-06,PB-LT-001,27,Lighting,PB,DC1
2024-01-07,PB-LT-001,28,Lighting,PB,DC1
2024-01-08,PB-LT-001,24,Lighting,PB,DC1
2024-01-09,PB-LT-001,20,Lighting,PB,DC1
2024-01-10,PB-LT-001,21,Lighting,PB,DC1
2024-01-11,PB-LT-001,23,Lighting,PB,DC1
2024-01-12,PB-LT-001,24,Lighting,PB,DC1
2024-01-13,PB-LT-001,32,Lighting,PB,DC1
2024-01-14,PB-LT-001,25,Lighting,PB,DC1
2024-01-15,PB-LT-001,24,Lighting,PB,DC1
2024-01-16,PB-LT-001,19,Lighting,PB,DC1
2024-01-17,PB-LT-001,23,Lighting,PB,DC1
2024-01-18,PB-LT-001,23,Lighting,PB,DC1
2024-01-19,PB-LT-001,29,Lighting,PB,DC1
2024-01-20,PB-LT-001,27,Lighting,PB,DC1
2024-01-21,PB-LT-001,29,Lighting,PB,DC1
2024-01-22,PB-LT-001,23,Lighting,PB,DC1
2024-01-23,PB-LT-001,18,Lighting,PB,DC1
2024-01-24,PB-LT-001,21,Lighting,PB,DC1
2024-01-25,PB-LT-001,23,Lighting,PB,DC1
2024-01-26,PB-LT-001,29,Lighting,PB,DC1
2024-01-27,PB-LT-001,28,Lighting,PB,DC1
2024-01-28,PB-LT-001,28,Lighting,PB,DC1
2024-01-29,PB-LT-001,23,Lighting,PB,DC1
2024-01-30,PB-LT-001,20,Lighting,PB,DC1
2024-01-31,PB-LT-001,21,Lighting,PB,DC1
2024-02-01,PB-LT-001,24,Lighting,PB,DC1
2024-02-02,PB-LT-001,26,Lighting,PB,DC1
2024-02-03,PB-LT-001,31,Lighting,PB,DC1
2024-02-04,PB-LT-001,29,Lighting,PB,DC1
2024-02-05,PB-LT-001,22,Lighting,PB,DC1
2024-02-06,PB-LT-001,25,Lighting,PB,DC1
2024-02-07,PB-LT-001,24,Lighting,PB,DC1
2024-02-08,PB-LT-001,30,Lighting,PB,DC1
2024-02-09,PB-LT-001,38,Lighting,PB,DC1
2024-02-10,PB-LT-001,52,Lighting,PB,DC1
2024-02-11,PB-LT-001,46,Lighting,PB,DC1
2024-02-12,PB-LT-001,44,Lighting,PB,DC1
2024-02-13,PB-LT-001,46,Lighting,PB,DC1
2024-02-14,PB-LT-001,52,Lighting,PB,DC1
2024-02-15,PB-LT-001,20,Lighting,PB,DC1
2024-02-16,PB-LT-001,23,Lighting,PB,DC1
2024-02-17,PB-LT-001,30,Lighting,PB,DC1
2024-02-18,PB-LT-001,27,Lighting,PB,DC1
2024-02-19,PB-LT-001,20,Lighting,PB,DC1
2024-02-20,PB-LT-001,22,Lighting,PB,DC1
2024-02-21,PB-LT-001,16,Lighting,PB,DC1
2024-02-22,PB-LT-001,23,Lighting,PB,DC1
2024-02-23,PB-LT-001,27,Lighting,PB,DC1
2024-02-24,PB-LT-001,31,Lighting,PB,DC1
2024-02-25,PB-LT-001,26,Lighting,PB,DC1
2024-02-26,PB-LT-001,26,Lighting,PB,DC1
2024-02-27,PB-LT-001,23,Lighting,PB,DC1
2024-02-28,PB-LT-001,22,Lighting,PB,DC1
2024-02-29,PB-LT-001,25,Lighting,PB,DC1
2024-03-01,PB-LT-001,29,Lighting,PB,DC1
2024-03-02,PB-LT-001,28,Lighting,PB,DC1
2024-03-03,PB-LT-001,25,Lighting,PB,DC1
2024-03-04,PB-LT-001,24,Lighting,PB,DC1
2024-03-05,PB-LT-001,15,Lighting,PB,DC1
2024-03-06,PB-LT-001,20,Lighting,PB,DC1
2024-03-07,PB-LT-001,21,Lighting,PB,DC1
2024-03-08,PB-LT-001,25,Lighting,PB,DC1
2024-03-09,PB-LT-001,27,Lighting,PB,DC1
2024-03-10,PB-LT-001,27,Lighting,PB,DC1
2024-03-11,PB-LT-001,24,Lighting,PB,DC1
2024-03-12,PB-LT-001,23,Lighting,PB,DC1
2024-03-13,PB-LT-001,21,Lighting,PB,DC1
2024-03-14,PB-LT-001,19,Lighting,PB,DC1
2024-03-15,PB-LT-001,25,Lighting,PB,DC1
2024-03-16,PB-LT-001,33,Lighting,PB,DC1
2024-03-17,PB-LT-001,27,Lighting,PB,DC1
2024-03-18,PB-LT-001,24,Lighting,PB,DC1
2024-03-19,PB-LT-001,23,Lighting,PB,DC1
2024-03-20,PB-LT-001,21,Lighting,PB,DC1
2024-03-21,PB-LT-001,22,Lighting,PB,DC1
2024-03-22,PB-LT-001,26,Lighting,PB,DC1
2024-03-23,PB-LT-001,29,Lighting,PB,DC1
2024-03-24,PB-LT-001,27,Lighting,PB,DC1
2024-03-25,PB-LT-001,21,Lighting,PB,DC1
2024-03-26,PB-LT-001,20,Lighting,PB,DC1
2024-03-27,PB-LT-001,22,Lighting,PB,DC1
2024-03-28,PB-LT-001,23,Lighting,PB,DC1
2024-03-29,PB-LT-001,23,Lighting,PB,DC1
2024-03-30,PB-LT-001,27,Lighting,PB,DC1
2024-03-31,PB-LT-001,27,Lighting,PB,DC1
2024-04-01,PB-LT-001,21,Lighting,PB,DC1
2024-04-02,PB-LT-001,22,Lighting,PB,DC1
2024-04-03,PB-LT-001,20,Lighting,PB,DC1
2024-04-04,PB-LT-001,23,Lighting,PB,DC1
2024-04-05,PB-LT-001,28,Lighting,PB,DC1
2024-04-06,PB-LT-001,27,Lighting,PB,DC1
2024-04-07,PB-LT-001,27,Lighting,PB,DC1
2024-04-08,PB-LT-001,21,Lighting,PB,DC1
2024-04-09,PB-LT-001,19,Lighting,PB,DC1
2024-04-10,PB-LT-001,23,Lighting,PB,DC1
2024-04-11,PB-LT-001,24,Lighting,PB,DC1
2024-04-12,PB-LT-001,26,Lighting,PB,DC1
2024-04-13,PB-LT-001,30,Lighting,PB,DC1
2024-04-14,PB-LT-001,27,Lighting,PB,DC1
2024-04-15,PB-LT-001,26,Lighting,PB,DC1
2024-04-16,PB-LT-001,22,Lighting,PB,DC1
2024-04-17,PB-LT-001,21,Lighting,PB,DC1
2024-04-18,PB-LT-001,25,Lighting,PB,DC1
2024-04-19,PB-LT-001,29,Lighting,PB,DC1
2024-04-20,PB-LT-001,32,Lighting,PB,DC1
2024-04-21,PB-LT-001,31,Lighting,PB,DC1
2024-04-22,PB-LT-001,29,Lighting,PB,DC1
2024-04-23,PB-LT-001,26,Lighting,PB,DC1
2024-04-24,PB-LT-001,24,Lighting,PB,DC1
2024-04-25,PB-LT-001,31,Lighting,PB,DC1
2024-04-26,PB-LT-001,32,Lighting,PB,DC1
2024-04-27,PB-LT-001,41,Lighting,PB,DC1
2024-04-28,PB-LT-001,33,Lighting,PB,DC1
2024-04-29,PB-LT-001,31,Lighting,PB,DC1
2024-04-30,PB-LT-001,27,Lighting,PB,DC1
2024-05-01,PB-LT-001,26,Lighting,PB,DC1
2024-05-02,PB-LT-001,32,Lighting,PB,DC1
2024-05-03,PB-LT-001,37,Lighting,PB,DC1
2024-05-04,PB-LT-001,50,Lighting,PB,DC1
2024-05-05,PB-LT-001,42,Lighting,PB,DC1
2024-05-06,PB-LT-001,39,Lighting,PB,DC1
2024-05-07,PB-LT-001,34,Lighting,PB,DC1
2024-05-08,PB-LT-001,34,Lighting,PB,DC1
2024-05-09,PB-LT-001,43,Lighting,PB,DC1
2024-05-10,PB-LT-001,47,Lighting,PB,DC1
