date,sku_id,brand_id,category,segment_id,units_sold,seasonality_mult,event_effect
2024-06-16,WS-SS-001,WS,Cookware,SEG-02,29,1.0,1.0
2024-06-17,WS-SS-001,WS,Cookware,SEG-10,25,1.0,1.0
2024-06-18,WS-SS-001,WS,Cookware,SEG-10,21,1.0,1.0
2024-06-19,WS-SS-001,WS,Cookware,SEG-08,24,1.0,1.0
2024-06-20,WS-SS-001,WS,Cookware,SEG-02,23,1.0,1.0
2024-06-21,WS-SS-001,WS,Cookware,SEG-04,27,1.0,1.0
2024-06-22,WS-SS-001,WS,Cookware,SEG-10,33,1.0,1.0
2024-06-23,WS-SS-001,WS,Cookware,SEG-04,21,1.0,1.0
2024-06-24,WS-SS-001,WS,Cookware,SEG-10,24,1.0,1.0
2024-06-25,WS-SS-001,WS,Cookware,SEG-06,18,1.0,1.0
2024-06-26,WS-SS-001,WS,Cookware,SEG-08,19,1.0,1.0
2024-06-27,WS-SS-001,WS,Cookware,SEG-03,20,1.0,1.0
2024-06-28,WS-SS-001,WS,Cookware,SEG-09,24,1.0,1.0
2024-06-29,WS-SS-001,WS,Cookware,SEG-09,31,1.0,1.0
2024-06-30,WS-SS-001,WS,Cookware,SEG-01,28,1.0,1.0
2024-07-01,WS-SS-001,WS,Cookware,SEG-04,23,1.0,1.0
2024-07-02,WS-SS-001,WS,Cookware,SEG-04,22,1.0,1.0
2024-07-03,WS-SS-001,WS,Cookware,SEG-03,22,1.0,1.0
2024-07-04,WS-SS-001,WS,Cookware,SEG-03,22,1.0,1.0
2024-07-05,WS-SS-001,WS,Cookware,SEG-04,22,1.0,1.0
2024-07-06,WS-SS-001,WS,Cookware,SEG-09,28,1.0,1.0
2024-07-07,WS-SS-001,WS,Cookware,SEG-08,27,1.0,1.0
2024-07-08,WS-SS-001,WS,Cookware,SEG-06,24,1.0,1.0
2024-07-09,WS-SS-001,WS,Cookware,SEG-05,18,1.0,1.0
2024-07-10,WS-SS-001,WS,Cookware,SEG-04,21,1.0,1.0
2024-07-11,WS-SS-001,WS,Cookware,SEG-04,19,1.0,1.0
2024-07-12,WS-SS-001,WS,Cookware,SEG-02,27,1.0,1.0
2024-07-13,WS-SS-001,WS,Cookware,SEG-06,30,1.0,1.0
2024-07-14,WS-SS-001,WS,Cookware,SEG-07,24,1.0,1.0
2024-07-15,WS-SS-001,WS,Cookware,SEG-10,20,1.0,1.0
2024-07-16,WS-SS-001,WS,Cookware,SEG-09,21,1.0,1.0
2024-07-17,WS-SS-001,WS,Cookware,SEG-05,23,1.0,1.0
2024-07-18,WS-SS-001,WS,Cookware,SEG-01,20,1.0,1.0
2024-07-19,WS-SS-001,WS,Cookware,SEG-03,27,1.0,1.0
2024-07-20,WS-SS-001,WS,Cookware,SEG-05,28,1.0,1.0
2024-07-21,WS-SS-001,WS,Cookware,SEG-03,29,1.0,1.0
2024-07-22,WS-SS-001,WS,Cookware,SEG-04,24,1.0,1.0
2024-07-23,WS-SS-001,WS,Cookware,SEG-04,21,1.0,1.0
2024-07-24,WS-SS-001,WS,Cookware,SEG-05,18,1.0,1.0
2024-07-25,WS-SS-001,WS,Cookware,SEG-06,23,1.0,1.0
2024-07-26,WS-SS-001,WS,Cookware,SEG-01,26,1.0,1.0
2024-07-27,WS-SS-001,WS,Cookware,SEG-03,31,1.0,1.0
2024-07-28,WS-SS-001,WS,Cookware,SEG-02,28,1.0,1.0
2024-07-29,WS-SS-001,WS,Cookware,SEG-06,21,1.0,1.0
2024-07-30,WS-SS-001,WS,Cookware,SEG-07,22,1.0,1.0
2024-07-31,WS-SS-001,WS,Cookware,SEG-01,22,1.0,1.0
2024-08-01,WS-SS-001,WS,Cookware,SEG-09,20,1.0,1.0
2024-08-02,WS-SS-001,WS,Cookware,SEG-03,28,1.0,1.0
2024-08-03,WS-SS-001,WS,Cookware,SEG-03,30,1.0,1.0
2024-08-04,WS-SS-001,WS,Cookware,SEG-07,28,1.0,1.0
2024-08-05,WS-SS-001,WS,Cookware,SEG-09,22,1.0,1.0
2024-08-06,WS-SS-001,WS,Cookware,SEG-09,20,1.0,1.0
2024-08-07,WS-SS-001,WS,Cookware,SEG-01,23,1.0,1.0
2024-08-08,WS-SS-001,WS,Cookware,SEG-08,23,1.0,1.0
2024-08-09,WS-SS-001,WS,Cookware,SEG-03,27,1.0,1.0
2024-08-10,WS-SS-001,WS,Cookware,SEG-03,30,1.0,1.0
2024-08-11,WS-SS-001,WS,Cookware,SEG-05,29,1.0,1.0
2024-08-12,WS-SS-001,WS,Cookware,SEG-07,21,1.0,1.0
2024-08-13,WS-SS-001,WS,Cookware,SEG-01,21,1.0,1.0
2024-08-14,WS-SS-001,WS,Cookware,SEG-09,20,1.0,1.0
2024-08-15,WS-SS-001,WS,Cookware,SEG-02,18,1.0,1.0
2024-08-16,WS-SS-001,WS,Cookware,SEG-10,22,1.0,1.0
2024-08-17,WS-SS-001,WS,Cookware,SEG-04,28,1.0,1.0
2024-08-18,WS-SS-001,WS,Cookware,SEG-08,28,1.0,1.0
2024-08-19,WS-SS-001,WS,Cookware,SEG-03,22,1.0,1.0
2024-08-20,WS-SS-001,WS,Cookware,SEG-04,20,1.0,1.0
2024-08-21,WS-SS-001,WS,Cookware,SEG-06,22,1.0,1.0
2024-08-22,WS-SS-001,WS,Cookware,SEG-02,21,1.0,1.0
2024-08-23,WS-SS-001,WS,Cookware,SEG-02,28,1.0,1.0
2024-08-24,WS-SS-001,WS,Cookware,SEG-08,32,1.0,1.0
2024-08-25,WS-SS-001,WS,Cookware,SEG-07,27,1.0,1.0
2024-08-26,WS-SS-001,WS,Cookware,SEG-07,24,1.0,1.0
2024-08-27,WS-SS-001,WS,Cookware,SEG-09,22,1.0,1.0
2024-08-28,WS-SS-001,WS,Cookware,SEG-08,20,1.0,1.0
2024-08-29,WS-SS-001,WS,Cookware,SEG-05,23,1.0,1.0
2024-08-30,WS-SS-001,WS,Cookware,SEG-02,27,1.0,1.0
2024-08-31,WS-SS-001,WS,Cookware,SEG-03,27,1.0,1.0
2024-09-01,WS-SS-001,WS,Cookware,SEG-05,28,1.0,1.0
2024-09-02,WS-SS-001,WS,Cookware,SEG-02,23,1.0,1.0
2024-09-03,WS-SS-001,WS,Cookware,SEG-09,22,1.0,1.0
2024-09-04,WS-SS-001,WS,Cookware,SEG-09,20,1.0,1.0
2024-09-05,WS-SS-001,WS,Cookware,SEG-01,21,1.0,1.0
2024-09-06,WS-SS-001,WS,Cookware,SEG-02,25,1.0,1.0
2024-09-07,WS-SS-001,WS,Cookware,SEG-08,32,1.0,1.0
2024-09-08,WS-SS-001,WS,Cookware,SEG-08,25,1.0,1.0
2024-09-09,WS-SS-001,WS,Cookware,SEG-03,21,1.0,1.0
2024-09-10,WS-SS-001,WS,Cookware,SEG-04,20,1.0,1.0
2024-09-11,WS-SS-001,WS,Cookware,SEG-09,20,1.0,1.0
2024-09-12,WS-SS-001,WS,Cookware,SEG-07,19,1.0,1.0
2024-09-13,WS-SS-001,WS,Cookware,SEG-03,28,1.0,1.0
2024-09-14,WS-SS-001,WS,Cookware,SEG-08,29,1.0,1.0
2024-09-15,WS-SS-001,WS,Cookware,SEG-05,27,1.0,1.0
2024-09-16,WS-SS-001,WS,Cookware,SEG-06,26,1.0,1.0
2024-09-17,WS-SS-001,WS,Cookware,SEG-02,22,1.0,1.0
2024-09-18,WS-SS-001,WS,Cookware,SEG-01,20,1.0,1.0
2024-09-19,WS-SS-001,WS,Cookware,SEG-04,22,1.0,1.0
2024-09-20,WS-SS-001,WS,Cookware,SEG-06,25,1.0,1.0
2024-09-21,WS-SS-001,WS,Cookware,SEG-02,33,1.0,1.0
2024-09-22,WS-SS-001,WS,Cookware,SEG-09,27,1.0,1.0
2024-09-23,WS-SS-001,WS,Cookware,SEG-06,20,1.0,1.0
2024-09-24,WS-SS-001,WS,Cookware,SEG-03,17,1.0,1.0
2024-09-25,WS-SS-001,WS,Cookware,SEG-02,23,1.0,1.0
2024-09-26,WS-SS-001,WS,Cookware,SEG-09,20,1.0,1.0
2024-09-27,WS-SS-001,WS,Cookware,SEG-07,26,1.0,1.0
2024-09-28,WS-SS-001,WS,Cookware,SEG-07,30,1.0,1.0
2024-09-29,WS-SS-001,WS,Cookware,SEG-03,26,1.0,1.0
2024-09-30,WS-SS-001,WS,Cookware,SEG-04,22,1.0,1.0
2024-10-01,WS-SS-001,WS,Cookware,SEG-02,30,1.3,1.0
2024-10-02,WS-SS-001,WS,Cookware,SEG-05,24,1.3,1.0
2024-10-03,WS-SS-001,WS,Cookware,SEG-10,27,1.3,1.0
2024-10-04,WS-SS-001,WS,Cookware,SEG-09,35,1.3,1.0
2024-10-05,WS-SS-001,WS,Cookware,SEG-06,35,1.3,1.0
2024-10-06,WS-SS-001,WS,Cookware,SEG-07,39,1.3,1.0
2024-10-07,WS-SS-001,WS,Cookware,SEG-03,32,1.3,1.0
2024-10-08,WS-SS-001,WS,Cookware,SEG-04,27,1.3,1.0
2024-10-09,WS-SS-001,WS,Cookware,SEG-01,26,1.3,1.0
2024-10-10,WS-SS-001,WS,Cookware,SEG-08,25,1.3,1.0
2024-10-11,WS-SS-001,WS,Cookware,SEG-08,34,1.3,1.0
2024-10-12,WS-SS-001,WS,Cookware,SEG-01,47,1.3,1.0
2024-10-13,WS-SS-001,WS,Cookware,SEG-09,36,1.3,1.0
2024-10-14,WS-SS-001,WS,Cookware,SEG-06,25,1.3,1.0
2024-10-15,WS-SS-001,WS,Cookware,SEG-06,28,1.3,1.0
2024-10-16,WS-SS-001,WS,Cookware,SEG-01,29,1.3,1.0
2024-10-17,WS-SS-001,WS,Cookware,SEG-03,26,1.3,1.0
2024-10-18,WS-SS-001,WS,Cookware,SEG-08,31,1.3,1.0
2024-10-19,WS-SS-001,WS,Cookware,SEG-03,36,1.3,1.0
2024-10-20,WS-SS-001,WS,Cookware,SEG-10,34,1.3,1.0
2024-10-21,WS-SS-001,WS,Cookware,SEG-06,29,1.3,1.0
2024-10-22,WS-SS-001,WS,Cookware,SEG-04,25,1.3,1.0
2024-10-23,WS-SS-001,WS,Cookware,SEG-04,24,1.3,1.0
2024-10-24,WS-SS-001,WS,Cookware,SEG-03,29,1.3,1.0
2024-10-25,WS-SS-001,WS,Cookware,SEG-03,32,1.3,1.0
2024-10-26,WS-SS-001,WS,Cookware,SEG-04,37,1.3,1.0
2024-10-27,WS-SS-001,WS,Cookware,SEG-07,36,1.3,1.0
2024-10-28,WS-SS-001,WS,Cookware,SEG-08,26,1.3,1.0
2024-10-29,WS-SS-001,WS,Cookware,SEG-04,27,1.3,1.0
2024-10-30,WS-SS-001,WS,Cookware,SEG-01,26,1.3,1.0
2024-10-31,WS-SS-001,WS,Cookware,SEG-05,29,1.3,1.027
2024-11-01,WS-SS-001,WS,Cookware,SEG-06,48,1.8,1.032
2024-11-02,WS-SS-001,WS,Cookware,SEG-08,60,1.8,1.037
2024-11-03,WS-SS-001,WS,Cookware,SEG-04,52,1.8,1.042
2024-11-04,WS-SS-001,WS,Cookware,SEG-06,47,1.8,1.049
2024-11-05,WS-SS-001,WS,Cookware,SEG-06,38,1.8,1.056
2024-11-06,WS-SS-001,WS,Cookware,SEG-03,38,1.8,1.065
2024-11-07,WS-SS-001,WS,Cookware,SEG-01,42,1.8,1.075
2024-11-08,WS-SS-001,WS,Cookware,SEG-01,53,1.8,1.114
2024-11-09,WS-SS-001,WS,Cookware,SEG-10,63,1.8,1.133
2024-11-10,WS-SS-001,WS,Cookware,SEG-06,57,1.8,1.155
2024-11-11,WS-SS-001,WS,Cookware,SEG-09,44,1.8,1.181
2024-11-12,WS-SS-001,WS,Cookware,SEG-03,47,1.8,1.211
2024-11-13,WS-SS-001,WS,Cookware,SEG-07,43,1.8,1.247
2024-11-14,WS-SS-001,WS,Cookware,SEG-09,47,1.8,1.289
2024-11-15,WS-SS-001,WS,Cookware,SEG-03,55,1.8,1.338
2024-11-16,WS-SS-001,WS,Cookware,SEG-02,74,1.8,1.396
2024-11-17,WS-SS-001,WS,Cookware,SEG-08,79,1.8,1.464
2024-11-18,WS-SS-001,WS,Cookware,SEG-09,60,1.8,1.572
2024-11-19,WS-SS-001,WS,Cookware,SEG-08,70,1.8,1.675
2024-11-20,WS-SS-001,WS,Cookware,SEG-08,72,1.8,1.825
2024-11-21,WS-SS-001,WS,Cookware,SEG-06,68,1.8,1.974
2024-11-22,WS-SS-001,WS,Cookware,SEG-06,94,1.8,2.153
2024-11-23,WS-SS-001,WS,Cookware,SEG-07,116,1.8,2.366
2024-11-24,WS-SS-001,WS,Cookware,SEG-07,136,1.8,2.622
2024-11-25,WS-SS-001,WS,Cookware,SEG-06,111,1.8,2.929
2024-11-26,WS-SS-001,WS,Cookware,SEG-10,106,1.8,3.299
2024-11-27,WS-SS-001,WS,Cookware,SEG-03,135,1.8,3.746
2024-11-28,WS-SS-001,WS,Cookware,SEG-04,183,1.8,4.287
2024-11-29,WS-SS-001,WS,Cookware,SEG-04,136,1.8,3.059
2024-11-30,WS-SS-001,WS,Cookware,SEG-01,91,1.8,1.653
2024-12-01,WS-SS-001,WS,Cookware,SEG-07,145,2.5,2.048
2024-12-02,WS-SS-001,WS,Cookware,SEG-05,126,2.5,2.518
2024-12-03,WS-SS-001,WS,Cookware,SEG-02,43,2.5,0.907
2024-12-04,WS-SS-001,WS,Cookware,SEG-07,52,2.5,1.016
2024-12-05,WS-SS-001,WS,Cookware,SEG-02,58,2.5,1.112
2024-12-06,WS-SS-001,WS,Cookware,SEG-05,83,2.5,1.171
2024-12-07,WS-SS-001,WS,Cookware,SEG-08,80,2.5,1.192
2024-12-08,WS-SS-001,WS,Cookware,SEG-09,77,2.5,1.215
2024-12-09,WS-SS-001,WS,Cookware,SEG-07,72,2.5,1.241
2024-12-10,WS-SS-001,WS,Cookware,SEG-05,62,2.5,1.27
2024-12-11,WS-SS-001,WS,Cookware,SEG-08,51,2.5,1.303
2024-12-12,WS-SS-001,WS,Cookware,SEG-08,84,2.5,1.34
2024-12-13,WS-SS-001,WS,Cookware,SEG-09,79,2.5,1.381
2024-12-14,WS-SS-001,WS,Cookware,SEG-02,110,2.5,1.427
2024-12-15,WS-SS-001,WS,Cookware,SEG-01,91,2.5,1.478
2024-12-16,WS-SS-001,WS,Cookware,SEG-02,82,2.5,1.536
2024-12-17,WS-SS-001,WS,Cookware,SEG-03,71,2.5,1.601
2024-12-18,WS-SS-001,WS,Cookware,SEG-08,82,2.5,1.701
2024-12-19,WS-SS-001,WS,Cookware,SEG-08,92,2.5,1.792
2024-12-20,WS-SS-001,WS,Cookware,SEG-02,118,2.5,1.896
2024-12-21,WS-SS-001,WS,Cookware,SEG-07,145,2.5,2.014
2024-12-22,WS-SS-001,WS,Cookware,SEG-03,130,2.5,2.151
2024-12-23,WS-SS-001,WS,Cookware,SEG-01,126,2.5,2.308
2024-12-24,WS-SS-001,WS,Cookware,SEG-03,143,2.5,2.491
2024-12-25,WS-SS-001,WS,Cookware,SEG-07,153,2.5,2.703
2024-12-26,WS-SS-001,WS,Cookware,SEG-03,58,2.5,1.025
2024-12-27,WS-SS-001,WS,Cookware,SEG-08,76,2.5,1.158
2024-12-28,WS-SS-001,WS,Cookware,SEG-03,113,2.5,1.314
2024-12-29,WS-SS-001,WS,Cookware,SEG-03,107,2.5,1.502
2024-12-30,WS-SS-001,WS,Cookware,SEG-03,104,2.5,1.737
2024-12-31,WS-SS-001,WS,Cookware,SEG-09,91,2.5,2.037
2022-01-01,WS-SS-002,WS,Cookware,SEG-04,21,1.0,1.0
2022-01-02,WS-SS-002,WS,Cookware,SEG-09,22,1.0,1.0
2022-01-03,WS-SS-002,WS,Cookware,SEG-06,17,1.0,1.0
2022-01-04,WS-SS-002,WS,Cookware,SEG-10,15,1.0,1.0
2022-01-05,WS-SS-002,WS,Cookware,SEG-01,15,1.0,1.0
2022-01-06,WS-SS-002,WS,Cookware,SEG-09,15,1.0,1.0
2022-01-07,WS-SS-002,WS,Cookware,SEG-05,19,1.0,1.0
2022-01-08,WS-SS-002,WS,Cookware,SEG-09,24,1.0,1.0
2022-01-09,WS-SS-002,WS,Cookware,SEG-04,25,1.0,1.0
2022-01-10,WS-SS-002,WS,Cookware,SEG-03,19,1.0,1.0
2022-01-11,WS-SS-002,WS,Cookware,SEG-01,17,1.0,1.0
2022-01-12,WS-SS-002,WS,Cookware,SEG-09,14,1.0,1.0
2022-01-13,WS-SS-002,WS,Cookware,SEG-02,17,1.0,1.0
2022-01-14,WS-SS-002,WS,Cookware,SEG-02,20,1.0,1.0
2022-01-15,WS-SS-002,WS,Cookware,SEG-04,24,1.0,1.0
2022-01-16,WS-SS-002,WS,Cookware,SEG-05,21,1.0,1.0
2022-01-17,WS-SS-002,WS,Cookware,SEG-09,20,1.0,1.0
2022-01-18,WS-SS-002,WS,Cookware,SEG-04,16,1.0,1.0
2022-01-19,WS-SS-002,WS,Cookware,SEG-03,16,1.0,1.0
2022-01-20,WS-SS-002,WS,Cookware,SEG-07,14,1.0,1.0
2022-01-21,WS-SS-002,WS,Cookware,SEG-08,20,1.0,1.0
2022-01-22,WS-SS-002,WS,Cookware,SEG-05,26,1.0,1.0
2022-01-23,WS-SS-002,WS,Cookware,SEG-06,23,1.0,1.0
2022-01-24,WS-SS-002,WS,Cookware,SEG-02,15,1.0,1.0
2022-01-25,WS-SS-002,WS,Cookware,SEG-06,16,1.0,1.0
2022-01-26,WS-SS-002,WS,Cookware,SEG-01,18,1.0,1.0
2022-01-27,WS-SS-002,WS,Cookware,SEG-03,17,1.0,1.0
2022-01-28,WS-SS-002,WS,Cookware,SEG-07,20,1.0,1.0
2022-01-29,WS-SS-002,WS,Cookware,SEG-02,26,1.0,1.0
2022-01-30,WS-SS-002,WS,Cookware,SEG-08,22,1.0,1.027
2022-01-31,WS-SS-002,WS,Cookware,SEG-05,20,1.0,1.064
2022-02-01,WS-SS-002,WS,Cookware,SEG-08,18,1.0,1.085
2022-02-02,WS-SS-002,WS,Cookware,SEG-01,19,1.0,1.113
2022-02-03,WS-SS-002,WS,Cookware,SEG-06,20,1.0,1.151
2022-02-04,WS-SS-002,WS,Cookware,SEG-06,23,1.0,1.201
2022-02-05,WS-SS-002,WS,Cookware,SEG-04,29,1.0,1.267
2022-02-06,WS-SS-002,WS,Cookware,SEG-10,27,1.0,1.356
2022-02-07,WS-SS-002,WS,Cookware,SEG-04,23,1.0,1.473
2022-02-08,WS-SS-002,WS,Cookware,SEG-01,29,1.0,1.63
2022-02-09,WS-SS-002,WS,Cookware,SEG-02,30,1.0,1.838
2022-02-10,WS-SS-002,WS,Cookware,SEG-04,40,1.0,2.115
2022-02-11,WS-SS-002,WS,Cookware,SEG-01,55,1.0,2.484
2022-02-12,WS-SS-002,WS,Cookware,SEG-03,70,1.0,2.974
2022-02-13,WS-SS-002,WS,Cookware,SEG-08,70,1.0,3.627
2022-02-14,WS-SS-002,WS,Cookware,SEG-02,42,1.0,2.39
2022-02-15,WS-SS-002,WS,Cookware,SEG-07,12,1.0,0.805
2022-02-16,WS-SS-002,WS,Cookware,SEG-06,13,1.0,0.921
2022-02-17,WS-SS-002,WS,Cookware,SEG-03,16,1.0,0.959
2022-02-18,WS-SS-002,WS,Cookware,SEG-07,20,1.0,1.0
2022-02-19,WS-SS-002,WS,Cookware,SEG-03,22,1.0,1.0
2022-02-20,WS-SS-002,WS,Cookware,SEG-02,20,1.0,1.0
2022-02-21,WS-SS-002,WS,Cookware,SEG-04,16,1.0,1.0
2022-02-22,WS-SS-002,WS,Cookware,SEG-06,16,1.0,1.0
2022-02-23,WS-SS-002,WS,Cookware,SEG-02,19,1.0,1.0
2022-02-24,WS-SS-002,WS,Cookware,SEG-08,19,1.0,1.0
2022-02-25,WS-SS-002,WS,Cookware,SEG-03,21,1.0,1.0
2022-02-26,WS-SS-002,WS,Cookware,SEG-03,25,1.0,1.0
2022-02-27,WS-SS-002,WS,Cookware,SEG-07,21,1.0,1.0
2022-02-28,WS-SS-002,WS,Cookware,SEG-06,15,1.0,1.0
2022-03-01,WS-SS-002,WS,Cookware,SEG-03,16,1.0,1.0
2022-03-02,WS-SS-002,WS,Cookware,SEG-09,15,1.0,1.0
2022-03-03,WS-SS-002,WS,Cookware,SEG-10,17,1.0,1.0
2022-03-04,WS-SS-002,WS,Cookware,SEG-03,22,1.0,1.0
2022-03-05,WS-SS-002,WS,Cookware,SEG-09,27,1.0,1.0
2022-03-06,WS-SS-002,WS,Cookware,SEG-04,22,1.0,1.0
2022-03-07,WS-SS-002,WS,Cookware,SEG-02,16,1.0,1.0
2022-03-08,WS-SS-002,WS,Cookware,SEG-10,16,1.0,1.0
2022-03-09,WS-SS-002,WS,Cookware,SEG-09,16,1.0,1.0
2022-03-10,WS-SS-002,WS,Cookware,SEG-04,18,1.0,1.0
2022-03-11,WS-SS-002,WS,Cookware,SEG-02,20,1.0,1.0
2022-03-12,WS-SS-002,WS,Cookware,SEG-07,24,1.0,1.0
2022-03-13,WS-SS-002,WS,Cookware,SEG-02,21,1.0,1.0
2022-03-14,WS-SS-002,WS,Cookware,SEG-07,18,1.0,1.0
2022-03-15,WS-SS-002,WS,Cookware,SEG-06,17,1.0,1.0
2022-03-16,WS-SS-002,WS,Cookware,SEG-02,14,1.0,1.0
2022-03-17,WS-SS-002,WS,Cookware,SEG-04,17,1.0,1.0
2022-03-18,WS-SS-002,WS,Cookware,SEG-06,21,1.0,1.0
2022-03-19,WS-SS-002,WS,Cookware,SEG-01,26,1.0,1.0
2022-03-20,WS-SS-002,WS,Cookware,SEG-09,21,1.0,1.0
2022-03-21,WS-SS-002,WS,Cookware,SEG-03,20,1.0,1.0
2022-03-22,WS-SS-002,WS,Cookware,SEG-05,18,1.0,1.0
2022-03-23,WS-SS-002,WS,Cookware,SEG-01,16,1.0,1.0
2022-03-24,WS-SS-002,WS,Cookware,SEG-10,16,1.0,1.0
2022-03-25,WS-SS-002,WS,Cookware,SEG-06,20,1.0,1.0
2022-03-26,WS-SS-002,WS,Cookware,SEG-06,23,1.0,1.0
2022-03-27,WS-SS-002,WS,Cookware,SEG-01,23,1.0,1.0
2022-03-28,WS-SS-002,WS,Cookware,SEG-07,17,1.0,1.0
2022-03-29,WS-SS-002,WS,Cookware,SEG-04,18,1.0,1.0
2022-03-30,WS-SS-002,WS,Cookware,SEG-04,15,1.0,1.0
2022-03-31,WS-SS-002,WS,Cookware,SEG-05,16,1.0,1.027
2022-04-01,WS-SS-002,WS,Cookware,SEG-05,21,1.0,1.03
2022-04-02,WS-SS-002,WS,Cookware,SEG-02,27,1.0,1.033
2022-04-03,WS-SS-002,WS,Cookware,SEG-07,23,1.0,1.036
2022-04-04,WS-SS-002,WS,Cookware,SEG-06,19,1.0,1.039
2022-04-05,WS-SS-002,WS,Cookware,SEG-03,20,1.0,1.043
2022-04-06,WS-SS-002,WS,Cookware,SEG-06,19,1.0,1.047
2022-04-07,WS-SS-002,WS,Cookware,SEG-06,18,1.0,1.051
2022-04-08,WS-SS-002,WS,Cookware,SEG-03,20,1.0,1.056
2022-04-09,WS-SS-002,WS,Cookware,SEG-06,27,1.0,1.061
2022-04-10,WS-SS-002,WS,Cookware,SEG-02,25,1.0,1.067
2022-04-11,WS-SS-002,WS,Cookware,SEG-08,20,1.0,1.073
2022-04-12,WS-SS-002,WS,Cookware,SEG-01,17,1.0,1.08
2022-04-13,WS-SS-002,WS,Cookware,SEG-07,18,1.0,1.087
2022-04-14,WS-SS-002,WS,Cookware,SEG-01,19,1.0,1.095
2022-04-15,WS-SS-002,WS,Cookware,SEG-01,21,1.0,1.104
2022-04-16,WS-SS-002,WS,Cookware,SEG-01,25,1.0,1.114
2022-04-17,WS-SS-002,WS,Cookware,SEG-02,25,1.0,1.152
2022-04-18,WS-SS-002,WS,Cookware,SEG-02,20,1.0,1.169
2022-04-19,WS-SS-002,WS,Cookware,SEG-03,20,1.0,1.189
2022-04-20,WS-SS-002,WS,Cookware,SEG-05,16,1.0,1.211
2022-04-21,WS-SS-002,WS,Cookware,SEG-02,20,1.0,1.237
2022-04-22,WS-SS-002,WS,Cookware,SEG-07,27,1.0,1.265
2022-04-23,WS-SS-002,WS,Cookware,SEG-03,28,1.0,1.298
2022-04-24,WS-SS-002,WS,Cookware,SEG-01,30,1.0,1.336
2022-04-25,WS-SS-002,WS,Cookware,SEG-05,23,1.0,1.38
2022-04-26,WS-SS-002,WS,Cookware,SEG-02,25,1.0,1.43
2022-04-27,WS-SS-002,WS,Cookware,SEG-10,24,1.0,1.487
2022-04-28,WS-SS-002,WS,Cookware,SEG-03,26,1.0,1.554
2022-04-29,WS-SS-002,WS,Cookware,SEG-01,32,1.0,1.632
2022-04-30,WS-SS-002,WS,Cookware,SEG-07,36,1.0,1.722
2022-05-01,WS-SS-002,WS,Cookware,SEG-09,43,1.0,1.828
2022-05-02,WS-SS-002,WS,Cookware,SEG-08,39,1.0,1.951
2022-05-03,WS-SS-002,WS,Cookware,SEG-07,33,1.0,2.095
2022-05-04,WS-SS-002,WS,Cookware,SEG-02,38,1.0,2.264
2022-05-05,WS-SS-002,WS,Cookware,SEG-01,45,1.0,2.464
2022-05-06,WS-SS-002,WS,Cookware,SEG-05,53,1.0,2.699
2022-05-07,WS-SS-002,WS,Cookware,SEG-07,63,1.0,2.976
2022-05-08,WS-SS-002,WS,Cookware,SEG-01,80,1.0,3.305
2022-05-09,WS-SS-002,WS,Cookware,SEG-03,30,1.0,1.726
2022-05-10,WS-SS-002,WS,Cookware,SEG-02,29,1.0,1.883
2022-05-11,WS-SS-002,WS,Cookware,SEG-10,37,1.0,2.011
2022-05-12,WS-SS-002,WS,Cookware,SEG-03,39,1.0,2.149
2022-05-13,WS-SS-002,WS,Cookware,SEG-04,46,1.0,2.256
2022-05-14,WS-SS-002,WS,Cookware,SEG-01,51,1.0,2.372
2022-05-15,WS-SS-002,WS,Cookware,SEG-02,57,1.0,2.5
2022-05-16,WS-SS-002,WS,Cookware,SEG-01,16,1.0,0.74
2022-05-17,WS-SS-002,WS,Cookware,SEG-03,13,1.0,0.775
2022-05-18,WS-SS-002,WS,Cookware,SEG-08,14,1.0,0.805
2022-05-19,WS-SS-002,WS,Cookware,SEG-03,15,1.0,0.831
2022-05-20,WS-SS-002,WS,Cookware,SEG-07,16,1.0,0.853
2022-05-21,WS-SS-002,WS,Cookware,SEG-01,20,1.0,0.873
2022-05-22,WS-SS-002,WS,Cookware,SEG-07,19,1.0,0.89
2022-05-23,WS-SS-002,WS,Cookware,SEG-01,16,1.0,0.904
2022-05-24,WS-SS-002,WS,Cookware,SEG-09,14,1.0,0.917
2022-05-25,WS-SS-002,WS,Cookware,SEG-06,15,1.0,0.928
2022-05-26,WS-SS-002,WS,Cookware,SEG-02,16,1.0,0.938
2022-05-27,WS-SS-002,WS,Cookware,SEG-03,18,1.0,0.946
2022-05-28,WS-SS-002,WS,Cookware,SEG-04,23,1.0,0.953
2022-05-29,WS-SS-002,WS,Cookware,SEG-06,21,1.0,0.959
2022-05-30,WS-SS-002,WS,Cookware,SEG-09,18,1.0,1.0
2022-05-31,WS-SS-002,WS,Cookware,SEG-01,18,1.0,1.0
2022-06-01,WS-SS-002,WS,Cookware,SEG-08,16,1.0,1.0
2022-06-02,WS-SS-002,WS,Cookware,SEG-02,20,1.0,1.0
2022-06-03,WS-SS-002,WS,Cookware,SEG-04,20,1.0,1.0
2022-06-04,WS-SS-002,WS,Cookware,SEG-10,23,1.0,1.0
2022-06-05,WS-SS-002,WS,Cookware,SEG-03,24,1.0,1.0
2022-06-06,WS-SS-002,WS,Cookware,SEG-04,18,1.0,1.0
2022-06-07,WS-SS-002,WS,Cookware,SEG-09,13,1.0,1.0
2022-06-08,WS-SS-002,WS,Cookware,SEG-08,16,1.0,1.0
